retrieved,url,name,period,session,format,downloaded,processed
2018-02-25 14:22:08.398422,https://drive.google.com/file/d/0B1Iwfzv-Mt3CRmhzS0taOXZ4LVE/view?usp=sharing,574,1 December 1998 – 17 December 1998,45th Parliament : 1st session,PDF,True,True
2018-02-25 14:22:08.398422,https://drive.google.com/file/d/0B1Iwfzv-Mt3CODhxTnhyTnZFUUU/view?usp=sharing,575,16 February 1999 – 18 March 1999,45th Parliament : 1st session,PDF,True,True
2018-02-25 14:22:08.399420,https://drive.google.com/file/d/0B1Iwfzv-Mt3Cakh2R29hUm85M0E/view?usp=sharing,576,23 March 1999 – 29 April 1999,45th Parliament : 1st session,PDF,True,True
2018-02-25 14:22:08.399420,https://drive.google.com/file/d/0B1Iwfzv-Mt3CRDI0UV8wX3dPcVU/view?usp=sharing,577,4 May 1999 – 27 May 1999,45th Parliament : 1st session,PDF,True,True
2018-02-25 14:22:08.399420,https://drive.google.com/file/d/0B1Iwfzv-Mt3Cd183OV9XQ01YMHc/view?usp=sharing,578,1 June 1999 – 1 July 1999,45th Parliament : 1st session,PDF,True,True
2018-02-25 14:22:08.400405,https://drive.google.com/file/d/0B1Iwfzv-Mt3CMnd5aUY2U1NyX28/view?usp=sharing,579,13 July 1999 – 26 August 1999,45th Parliament : 1st session,PDF,True,True
2018-02-25 14:22:08.400405,https://drive.google.com/file/d/0B1Iwfzv-Mt3CelpsMTkxM3YzcVE/view?usp=sharing,580,31 August 1999 – 5 October 1999,45th Parliament : 1st session,PDF,True,True
2018-02-25 14:22:08.400405,https://drive.google.com/file/d/0B1Iwfzv-Mt3CbVdYZk5xYkxOak0/view?usp=sharing,581,20 December 1999 – 24 February 2000,46th Parliament : 1st session,PDF,True,True
2018-02-25 14:22:08.401420,https://drive.google.com/file/d/0B1Iwfzv-Mt3Cc1E2Z0lqMy1JcVE/view?usp=sharing,582,29 February 2000 – 30 March 2000,46th Parliament : 1st session,PDF,True,True
2018-02-25 14:22:08.401420,https://drive.google.com/file/d/0B1Iwfzv-Mt3CZGl1QXdwTXo0Szg/view?usp=sharing,583,4 April 2000 – 18 May 2000,46th Parliament : 1st session,PDF,True,True
2018-02-25 14:22:08.401420,https://drive.google.com/file/d/0B1Iwfzv-Mt3CZzRFYmdxVjZMY0k/view?usp=sharing,584,23 May 2000 – 22 June 2000,46th Parliament : 1st session,PDF,True,True
2018-02-25 14:22:08.402406,https://drive.google.com/file/d/0B1Iwfzv-Mt3CVV9aOG9ZcVRCdEk/view?usp=sharing,585,27 June 2000 – 3 August 2000,46th Parliament : 1st session,PDF,True,True
2018-02-25 14:22:08.402406,https://drive.google.com/file/d/0B1Iwfzv-Mt3CRG1Sa2QxTlBVQ2M/view?usp=sharing,586,8 August 2000 – 24 August 2000,46th Parliament : 1st session,PDF,True,True
2018-02-25 14:22:08.402406,https://drive.google.com/file/d/0B1Iwfzv-Mt3CQ0J5T3c2NW11ODg/view?usp=sharing,587,5 September 2000 – 5 October 2000,46th Parliament : 1st session,PDF,True,True
2018-02-25 14:22:08.403406,https://drive.google.com/file/d/0B1Iwfzv-Mt3CdF9CQzNzU293M3M/view?usp=sharing,588,10 October 2000 – 23 November 2000,46th Parliament : 1st session,PDF,True,True
2018-02-25 14:22:08.403406,https://drive.google.com/file/d/0B1Iwfzv-Mt3CWDZ4T2RuaWFpZE0/view?usp=sharing,589,28 November 2000 – 13 December 2000,46th Parliament : 1st session,PDF,True,True
2018-02-25 14:22:08.403406,https://drive.google.com/file/d/0B1Iwfzv-Mt3CcFlLSWtxbTVLOU0/view?usp=sharing,590,13 February 2001 – 15 March 2001,46th Parliament : 1st session,PDF,True,True
2018-02-25 14:22:08.404407,https://drive.google.com/file/d/0B1Iwfzv-Mt3CeDRHRmdNWkIwOGM/view?usp=sharing,591,20 March 2001 – 3 May 2001,46th Parliament : 1st session,PDF,True,True
2018-02-25 14:22:08.404407,https://drive.google.com/file/d/0B1Iwfzv-Mt3CY2lhdkJ4aFFZVlU/view?usp=sharing,592,8 May 2001 – 14 June 2001,46th Parliament : 1st session,PDF,True,True
2018-02-25 14:22:08.404407,https://drive.google.com/file/d/0B1Iwfzv-Mt3Cank2TVExQU40LW8/view?usp=sharing,593,19 June 2001 – 2 August 2001,46th Parliament : 1st session,PDF,True,True
2018-02-25 14:22:08.405407,https://drive.google.com/file/d/0B1Iwfzv-Mt3CcWROenJUbGplTkU/view?usp=sharing,594,7 August 2001 – 6 September 2001,46th Parliament : 1st session,PDF,True,True
2018-02-25 14:22:08.405407,https://drive.google.com/file/d/0B1Iwfzv-Mt3CakJodHdmT2tOMmc/view?usp=sharing,595,11 September 2001 – 10 October 2001,46th Parliament : 1st session,PDF,True,True
2018-02-25 14:22:08.405407,https://drive.google.com/file/d/0B1Iwfzv-Mt3COVBRcldJM3o1b0U/view?usp=sharing,596,16 October 2001 – 15 November 2001,46th Parliament : 1st session,PDF,True,True
2018-02-25 14:22:08.405407,https://drive.google.com/file/d/0B1Iwfzv-Mt3CYWE0SFNIVmgybEU/view?usp=sharing,597,27 November 2001 – 18 December 2001,46th Parliament : 1st session,PDF,True,True
2018-02-25 14:22:08.406406,https://drive.google.com/file/d/0B1Iwfzv-Mt3Cbjh4V0VER3ZhNGs/view?usp=sharing,598,12 February 2002 – 14 March 2002,46th Parliament : 1st session,PDF,True,True
2018-02-25 14:22:08.406406,https://drive.google.com/file/d/0B1Iwfzv-Mt3CTTVNOU5LTUhKblU/view?usp=sharing,599,19 March 2002 – 24 April 2002,46th Parliament : 1st session,PDF,True,True
2018-02-25 14:22:08.406406,https://drive.google.com/file/d/0B1Iwfzv-Mt3CMEVEdERmZkE3ZTg/view?usp=sharing,600,30 April 2002 – 23 May 2002,46th Parliament : 1st session,PDF,True,True
2018-02-25 14:22:08.407407,https://drive.google.com/file/d/0B1Iwfzv-Mt3Cd2h2VndNMGQ3Wm8/view?usp=sharing,601,28 May 2002 – 11 June 2002,46th Parliament : 1st session,PDF,True,True
2018-02-25 14:22:08.407407,https://drive.google.com/file/d/0B1Iwfzv-Mt3CdUl4bFRpbUhib1k/view?usp=sharing,602,26 August 2002 – 19 September 2002,47th Parliament : 1st session,PDF,True,True
2018-02-25 14:22:08.407407,https://drive.google.com/file/d/0B1Iwfzv-Mt3CbFU1cjhBZTJLQkE/view?usp=sharing,603,1 October 2002 – 7 November 2002,47th Parliament : 1st session,PDF,True,True
2018-02-25 14:22:08.408406,https://drive.google.com/file/d/0B1Iwfzv-Mt3CS2VFa2xFVl9mM1k/view?usp=sharing,604,12 November 2002 – 5 December 2002,47th Parliament : 1st session,PDF,True,True
2018-02-25 14:22:08.408406,https://drive.google.com/file/d/0B1Iwfzv-Mt3CSUNtd1hGZHUxWDQ/view?usp=sharing,605,10 December 2002 – 17 December 2002,47th Parliament : 1st session,PDF,True,True
